player_id,uniform_number,name,team,position,birth_day,height,weight,school,player_id,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,실책,도루성공률,멀티히트,출루율+장타율,득점권타율,대타타율
78122,42.0,김태군,KIA,포수,1989-12-30,182.0,92.0,양정초-대동중-부산고-LG-NC-경찰-NC-삼성,78122,0.258,100,274,236,20,61,10,1,5,88,31,0,0,8,3,17,1,10,20,9,0.373,0.331,7,0.0,16,0.704,0.278,0.0
78135,36.0,이형종,키움,외야수,1989-06-07,183.0,87.0,화곡초-양천중-서울고-LG,78135,0.2,33,82,70,4,14,3,0,2,23,6,1,0,2,0,9,0,1,22,3,0.329,0.3,0,100.0,1,0.629,0.2,0.222
78168,58.0,서건창,KIA,내야수,1989-08-22,176.0,84.0,송정동초-충장중-광주제일고-LG-히어로즈-키움-LG,78168,0.136,10,26,22,1,3,1,0,1,7,2,1,0,2,0,2,0,0,5,1,0.318,0.208,0,100.0,0,0.526,0.0,0.333
78224,32.0,김재환,두산,외야수,1988-09-22,183.0,90.0,영랑초-상인천중-인천고-두산-상무,78224,0.241,103,407,344,42,83,13,2,13,139,50,7,2,0,2,57,3,4,96,4,0.404,0.354,0,77.8,19,0.758,0.253,0.0
78288,13.0,최재훈,한화,포수,1989-08-27,178.0,94.0,화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산,78288,0.286,121,348,269,28,77,15,0,1,95,35,1,1,10,6,46,0,17,48,4,0.353,0.414,5,50.0,16,0.767,0.355,0.0
78513,8.0,전준우,롯데,외야수,1986-02-25,184.0,98.0,흥무초-경주중-경주고-건국대-롯데-경찰,78513,0.293,114,472,410,50,120,26,1,8,172,70,2,1,3,6,44,2,9,71,9,0.42,0.369,0,66.7,29,0.789,0.359,0.25
78548,22.0,장성우,KT,포수,1990-01-17,187.0,100.0,감천초-경남중-경남고-롯데-경찰-롯데,78548,0.247,129,480,413,44,102,13,0,14,157,58,0,1,2,8,55,1,2,96,13,0.38,0.333,5,0.0,25,0.713,0.191,0.25
78603,3.0,김선빈,KIA,내야수,1989-12-18,165.0,77.0,화순초-화순중-화순고-KIA-상무,78603,0.321,84,308,271,31,87,18,1,3,116,46,4,0,2,1,31,0,3,35,9,0.428,0.395,9,100.0,25,0.823,0.352,0.333
78756,60.0,오선진,키움,내야수,1989-07-07,178.0,80.0,화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데,78756,0.238,99,163,143,15,34,8,0,1,45,19,0,0,4,1,12,0,3,45,2,0.315,0.308,4,0.0,8,0.623,0.313,0.0
79109,10.0,오지환,LG,내야수,1990-03-12,185.0,80.0,군산초-자양중-경기고,79109,0.253,127,472,419,57,106,24,1,16,180,62,9,7,7,6,37,0,3,115,4,0.43,0.314,9,56.3,27,0.744,0.283,0.333
79192,22.0,채은성,한화,내야수,1990-02-06,186.0,92.0,순천북초-순천이수중-효천고-LG,79192,0.288,132,527,480,54,138,27,1,19,224,88,1,2,3,0,31,5,13,96,4,0.467,0.347,6,33.3,39,0.814,0.333,0.0
79215,37.0,박건우,NC,외야수,1990-09-08,184.0,80.0,역삼초-서울이수중-서울고-두산-경찰-두산,79215,0.289,124,442,384,43,111,24,1,9,164,67,6,4,1,5,47,2,5,63,6,0.427,0.37,2,60.0,30,0.797,0.306,0.4
79231,31.0,정수빈,두산,외야수,1990-10-07,175.0,70.0,수원신곡초-수원북중-유신고-두산-경찰,79231,0.258,132,546,462,89,119,16,4,6,161,38,26,13,8,4,61,2,11,57,7,0.348,0.355,3,66.7,27,0.703,0.212,1.0
79240,13.0,허경민,KT,내야수,1990-08-26,176.0,69.0,송정동초-충장중-광주제일고-두산-경찰-두산,79240,0.283,114,481,420,47,119,18,0,4,149,44,4,1,3,4,39,1,15,35,14,0.355,0.362,10,80.0,33,0.717,0.29,0.0
79365,27.0,박동원,LG,포수,1990-04-07,178.0,92.0,양정초-개성중-개성고-히어로즈-상무-히어로즈-키움-KIA,79365,0.253,139,523,451,57,114,25,0,22,205,76,4,0,3,5,62,4,2,124,10,0.455,0.342,8,100.0,27,0.797,0.235,0.143
79402,7.0,김상수,KT,내야수,1990-03-23,175.0,68.0,대구옥산초-경복중-경북고-삼성,79402,0.254,113,423,355,42,90,14,0,5,119,47,3,1,5,7,52,1,4,57,8,0.335,0.349,8,75.0,20,0.684,0.287,0.25
79456,59.0,이지영,SSG,포수,1986-02-27,177.0,88.0,서화초-인천신흥중-제물포고-경성대-삼성-상무-삼성-키움,79456,0.239,76,216,197,13,47,6,1,3,64,18,2,1,4,2,11,0,2,22,8,0.325,0.283,3,66.7,14,0.608,0.177,0.0
79608,3.0,안치홍,한화,내야수,1990-07-02,178.0,97.0,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데,79608,0.172,66,196,174,9,30,4,0,2,40,18,3,0,4,1,16,2,1,39,4,0.23,0.245,1,100.0,5,0.475,0.238,0.2
